,movie_id,name,first_score,last_score,pageviews,genre
1091,4851257,Kingdom of the Spiders,0.5574,0.2732,3463.624670619236,Horror
765,21141408,Devadoothan,0.5106,0.4588,3454.414855072464,Horror
40,11993,Son of Godzilla,0.5719,0.4215,3378.921195652174,Horror
1036,4097843,Dracula 3D,0.34,-0.4215,3324.866271409749,Horror
1342,4343497,Stepfather II,-0.1779,-0.8779,3303.83152173913,Horror
580,6289269,Kuroneko,-0.875,-0.3818,3266.3805994729905,Horror
1063,12009151,The Mephisto Waltz,0.7717,0.4939,3263.315464426877,Horror
537,11669482,Ed Gein: The Butcher of Plainfield,0.128,0.7269,3219.184947299077,Horror
578,5227029,The Birds II: Land's End,-0.743,0.3612,3208.0368906455865,Horror
56,7856493,Mimic 3: Sentinel,-0.0516,-0.25,3180.869318181818,Horror
951,28859296,Dead Space: Aftermath,-0.3182,-0.6486,3173.625,Horror
679,4343404,Cutting Class,-0.4019,-0.1027,3172.948369565217,Horror
10,22829,Orgy of the Dead,-0.296,0.4767,3165.8033596837945,Horror
869,19152358,"Silent Night, Bloody Night",-0.872,-0.8873,3156.1709486166005,Horror
73,1918683,Return of the Killer Tomatoes,-0.4019,-0.6486,3149.5418313570485,Horror
1148,4823450,The Revenge of Frankenstein,0.4939,-0.5574,3147.0164690382085,Horror
715,1180124,I Was a Teenage Werewolf,-0.8126,-0.0772,3142.225543478261,Horror
1256,5144797,The Horror Show,-0.6486,-0.296,3142.05615942029,Horror
1188,4241206,Tetsuo II: Body Hammer,0.5106,0.0772,3140.415019762846,Horror
589,627935,Mark of the Vampire,-0.6597,-0.5994,3134.195240447958,Horror
734,12001,Terror of Mechagodzilla,-0.4404,0.1027,3130.258893280633,Horror
1198,4272659,Jack Frost 2: Revenge of the Mutant Killer Snowman,-0.4215,-0.5859,3127.54347826087,Horror
713,7329426,The Phantom Carriage,0.4019,-0.2023,3121.144268774704,Horror
875,4501615,The Incredible Melting Man,-0.6705,-0.2023,3103.9800724637685,Horror
878,3048950,God Told Me To,-0.7783,-0.6486,3069.367424242424,Horror
53,2761219,The Prophecy II,-0.6705,-0.4588,3056.6436100131755,Horror
262,4118334,Countess Dracula,0.1531,-0.6597,3036.34255599473,Horror
1251,33208964,Fred 2: Night of the Living Fred,-0.1027,-0.7783,3027.133152173913,Horror
1236,2418347,Rise: Blood Hunter,0.4019,0.5023,3019.264986824769,Horror
485,8775743,The Alphabet Killer,-0.6908,-0.6486,2958.874505928853,Horror
1158,21350474,Nine Dead,-0.9442,0.128,2936.242424242424,Horror
471,5035,Bride of the Monster,0.4019,-0.7964,2927.039855072464,Horror
606,20506270,Sleepaway Camp IV: The Survivor,0.5859,-0.4215,2908.879281949934,Horror
1044,896652,The Valley of Gwangi,0.2732,-0.8225,2886.5674407114625,Horror
300,16183078,Whoever Slew Auntie Roo?,0.6908,0.5945,2872.751976284585,Horror
75,1260100,Student Bodies,-0.6486,-0.91,2841.556571146245,Horror
708,8475191,Boogeyman 2,-0.8555,0.4767,2833.0746047430825,Horror
1150,3653578,Return of the Fly,0.7096,0.4939,2821.6979578392625,Horror
101,10791868,Aayiram Jenmangal,0.5574,0.128,2813.478260869565,Horror
265,11610890,Earth vs. the Spider,0.1027,0.3182,2812.339097496706,Horror
986,2910952,The Seventh Victim,-0.4215,-0.2846,2763.435441370224,Horror
553,1621849,The Curse of the Cat People,-0.5994,0.6486,2753.00395256917,Horror
29,3253340,The Green Slime,-0.5719,-0.3818,2742.9486166007905,Horror
1170,3051597,Children of the Corn IV: The Gathering,0.7584,-0.2732,2738.853260869565,Horror
940,8824700,Candyman 3: Day of the Dead,-0.9313,0.1027,2726.6761363636365,Horror
346,7454401,Alraune,-0.2023,-0.8555,2697.058959156785,Horror
617,12256535,Wishmaster 2: Evil Never Dies,-0.5859,-0.3182,2692.329545454545,Horror
367,18973554,From Beyond the Grave,-0.2263,0.4019,2685.612565876153,Horror
121,2539442,Dr. Jekyll and Sister Hyde,0.6908,0.5994,2671.592803030303,Horror
311,5916229,Chinthamani Kolacase,0.34,-0.6124,2666.9252305665345,Horror
757,12723089,Bandh Darwaza,-0.4404,-0.4939,2640.346837944664,Horror
340,3327237,Two Thousand Maniacs!,0.5106,0.5106,2621.5176218708825,Horror
711,7414946,The Earth Dies Screaming,-0.765,0.128,2605.746047430829,Horror
194,2638634,Frankenstein Unbound,-0.0258,0.2924,2591.344861660079,Horror
46,19384107,Orr Eravuu,-0.3182,-0.5994,2590.018445322793,Horror
296,1963352,The New York Ripper,0.4939,-0.5994,2587.812582345191,Horror
517,5818165,Vampire Circus,-0.6705,-0.7506,2585.914031620553,Horror
149,3945952,Pumpkinhead II: Blood Wings,-0.6369,-0.5574,2580.9025032938075,Horror
108,5794124,The Comedy of Terrors,-0.6124,0.1027,2575.700757575757,Horror
1132,18019926,Messengers 2: The Scarecrow,-0.8225,0.128,2552.455945322793,Horror
637,3113630,"Silent Night, Deadly Night 3: Better Watch Out!",-0.802,0.9062,2550.7155797101445,Horror
823,9520522,Day the World Ended,-0.7964,0.8271,2535.4367588932805,Horror
54,6021280,Scream Blacula Scream,-0.4588,-0.9337,2528.349720026351,Horror
440,2704374,The Ring Virus,-0.2023,-0.4404,2526.647727272727,Horror
563,869181,Quatermass 2,0.743,0.7096,2524.085721343873,Horror
368,2243157,Street Trash,-0.296,-0.6369,2520.938735177865,Horror
655,11893608,Pinocchio's Revenge,-0.9368,0.8625,2510.7223320158105,Horror
786,10603823,The First Power,-0.9118,-0.1027,2480.961462450593,Horror
919,2466050,Parts: The Clonus Horror,-0.5423,-0.7684,2466.705368906456,Horror
847,3222171,Alvin and the Chipmunks Meet the Wolfman,0.4019,0.4019,2431.5688405797105,Horror
167,20638510,Murder Party,-0.5267,-0.1027,2419.9279479578395,Horror
868,7413271,Sundown: The Vampire in Retreat,0.7184,-0.9081,2409.091897233201,Horror
1172,11510742,Don't Torture a Duckling,0.0516,-0.836,2393.260375494071,Horror
1039,5161973,Tombs of the Blind Dead,-0.6486,-0.4393,2392.100131752306,Horror
504,26408859,Gehrayee,0.5859,0.5267,2380.092391304348,Horror
925,12212748,Bleach: The DiamondDust Rebellion,-0.6808,-0.6249,2367.580039525692,Horror
747,1961602,Sometimes They Come Back... Again,-0.8591,-0.3283,2355.415513833992,Horror
1098,967999,Eegah,0.4019,-0.6249,2330.787878787879,Horror
642,14581235,Scanners II: The New Order,0.25,-0.2263,2329.229249011857,Horror
529,623593,Jesus Christ Vampire Hunter,0.6486,-0.5423,2320.385375494071,Horror
681,11406036,Bad Biology,-0.2023,0.1779,2317.877964426877,Horror
703,2961722,Dolly Dearest,0.5574,0.3818,2309.749505928854,Horror
998,30854893,Return of the Living Dead 3,-0.2263,-0.453,2295.1889822134385,Horror
6,19755481,Wait Until Dark,-0.4939,0.3818,2292.3278985507245,Horror
1281,35189883,Abraham Lincoln vs. Zombies,-0.8625,-0.5994,2284.772562582345,Horror
503,2839369,The House on the Edge of the Park,-0.5994,0.7438,2284.013833992095,Horror
1231,1165657,Psycho Beach Party,-0.128,-0.3182,2282.2246376811595,Horror
666,4618142,Zombi 3,-0.8481,0.6705,2267.379199604743,Horror
330,13374572,Don't Go in the House,-0.4391,-0.5994,2266.134716732543,Horror
917,11669596,The Lurking Fear,-0.6584,-0.128,2245.283267457181,Horror
937,1998691,The Alligator People,-0.2263,0.4215,2205.414196310935,Horror
140,7556986,Cool Air,-0.5719,-0.6808,2194.2613636363635,Horror
470,12210037,Ghost of Mae Nak,-0.4215,0.1779,2192.302124505929,Horror
67,4744688,Frankenstein: The True Story,-0.4019,0.4019,2189.273550724637,Horror
522,7106195,Warlock: The Armageddon,-0.2023,-0.6249,2177.493577075099,Horror
282,24089925,Transylmania,0.3818,0.3895,2168.16534914361,Horror
1331,4049715,Killer Condom,-0.8591,0.2008,2153.9525691699605,Horror
972,4956438,Sorority Babes in the Slimeball Bowl-O-Rama,0.6808,-0.9081,2147.986495388669,Horror
383,5317549,Hood of Horror,-0.8316,-0.5719,2143.613636363636,Horror
112,27808552,In a Glass Cage,-0.9584,-0.6486,2121.4165019762845,Horror
327,19134923,The Nightcomers,0.1027,-0.1027,2110.5942028985505,Horror
1010,31684269,Phantom of the Mall: Eric's Revenge,-0.8779,-0.7269,2107.6403985507245,Horror
1184,12183290,Strange Behavior,-0.8658,0.34,2094.294219367589,Horror
546,4498928,Basket Case 3: The Progeny,-0.1779,-0.128,2087.1747364953885,Horror
1312,454812,Night of Dark Shadows,0.7964,-0.8225,2062.888751646904,Horror
741,17171735,D@bbe,-0.8126,-0.5859,2059.470685111989,Horror
1211,2780675,The Thing with Two Heads,0.296,-0.3612,2056.225790513834,Horror
214,12256764,Wishmaster 3: Beyond the Gates of Hell,-0.8836,0.7269,2047.711544795784,Horror
946,5079388,Subconscious Cruelty,-0.5994,-0.5994,2041.7753623188407,Horror
389,4306406,My Best Friend Is a Vampire,-0.6369,0.6808,2037.2193675889328,Horror
514,13861681,The Devil Rides Out,0.1531,-0.8689,2015.6915349143608,Horror
178,8600276,A Lizard in a Woman's Skin,0.3612,-0.3818,2006.780138339921,Horror
1303,24710266,Bhargavi Nilayam,0.7579,-0.5267,2006.6024374176543,Horror
51,2524297,Island of Terror,-0.296,-0.5267,1997.7509881422925,Horror
1329,337740,Bram Stoker's Dracula,-0.8074,0.5106,1993.3913043478265,Horror
1247,2677828,The Invisible Man Returns,-0.9336,0.4939,1985.8478260869565,Horror
411,21003194,Tales That Witness Madness,0.3818,-0.8047,1985.181324110672,Horror
49,4287489,Frankenstein and the Monster from Hell,-0.4019,-0.2732,1966.3768115942028,Horror
1297,5671197,The Screaming Skull,-0.2023,0.0119,1963.983530961792,Horror
347,24549940,Aparichithan,0.4767,-0.6705,1963.3102766798415,Horror
938,1776723,The Tomb of Ligeia,-0.8591,0.1779,1954.0235507246373,Horror
898,28033881,Big Tits Zombie,-0.3182,-0.128,1943.778656126482,Horror
181,33013950,Guilty of Romance,-0.7003,-0.1779,1928.7391304347827,Horror
284,7990852,The Shout,-0.25,-0.891,1921.6521739130435,Horror
506,6097565,The Manitou,-0.6124,-0.3182,1917.391304347826,Horror
1197,1400602,The Twins Effect,-0.8074,0.4939,1911.3062417654808,Horror
521,11541829,Pulse 2: Afterlife,-0.3182,0.5719,1907.697628458498,Horror
1298,19587744,Spookies,-0.2263,0.6908,1907.1805006587615,Horror
324,5644608,The Face of Fu Manchu,-0.8442,0.6369,1906.8410737812912,Horror
242,29489347,Cruel Jaws,0.2732,-0.6597,1906.715579710145,Horror
672,10183854,Head of the Family,-0.7783,-0.2617,1849.9204545454545,Horror
1191,20121108,Strange Circus,-0.6705,0.8625,1845.912796442688,Horror
180,15945437,Cannibal Apocalypse,-0.7964,0.4939,1845.5415019762845,Horror
1021,3213278,Surf Nazis Must Die,-0.765,-0.4404,1839.5783102766795,Horror
569,8270869,The Night Flier,-0.9442,-0.5994,1833.5362318840575,Horror
1225,4141849,The Horror of Frankenstein,-0.8316,-0.6808,1833.4374176548088,Horror
912,3868432,Into the Mirror,-0.5994,0.0534,1829.804265480896,Horror
1064,2351490,Attack of the Crab Monsters,-0.2263,-0.5423,1823.113389328063,Horror
312,9334904,The Devil-Doll,-0.128,-0.0516,1807.667490118577,Horror
795,2018117,Frankenfish,-0.5994,-0.7579,1804.1963109354413,Horror
1291,3927646,Hell of the Living Dead,0.3182,-0.8074,1802.9503458498025,Horror
1110,13769297,The Creeping Flesh,-0.4019,0.4646,1802.669054677207,Horror
835,11437048,Nightmare City,-0.4767,-0.3818,1798.8474967061925,Horror
408,13377940,The Final Terror,-0.5423,-0.8834,1795.6314229249017,Horror
185,2761187,The Prophecy 3: The Ascent,-0.4588,0.7964,1793.8333333333337,Horror
1289,3213906,Wicked Stepmother,-0.0516,-0.4939,1791.0597826086955,Horror
790,9088040,Dark Prince: The True Story of Dracula,0.4215,-0.128,1789.3206521739132,Horror
900,5651515,Return of the Living Dead: Necropolis,-0.6486,-0.4767,1788.7178853754942,Horror
945,1853795,The Creeping Terror,-0.4019,-0.7579,1787.1220355731225,Horror
1065,6562947,The Amityville Curse,-0.8807,-0.7003,1769.8310276679842,Horror
320,946737,Mystery Science Theater 3000: The Movie,-0.4939,0.3612,1768.8053359683795,Horror
969,5837972,Hellboy: Sword of Storms,0.8126,0.7096,1758.3675889328065,Horror
325,4082935,Jack's Back,-0.6486,-0.7184,1750.223978919631,Horror
572,1678722,Attack of the Giant Leeches,0.4588,-0.3612,1746.7864789196312,Horror
1061,11028867,The Mutilator,-0.34,-0.6908,1743.8415678524373,Horror
1160,20225956,Drowning Ghost,0.4019,0.3818,1730.1523386034255,Horror
780,447299,From Dusk Till Dawn,-0.8402,-0.7506,1726.8374505928855,Horror
1317,5838045,Hellboy: Blood and Iron,-0.3818,0.25,1715.3876811594205,Horror
840,22489028,The Wizard of Gore,-0.2732,0.3716,1711.389328063241,Horror
478,1691989,The Howling,-0.6808,0.5719,1705.9224308300395,Horror
959,8594699,Return to Horror High,-0.6124,-0.7351,1704.4787549407113,Horror
899,9267531,Dracula vs. Frankenstein,0.1027,0.7579,1699.3644598155468,Horror
497,22775734,The Devil's Tomb,0.5106,-0.5994,1696.094779314888,Horror
120,2091355,The Evil of Frankenstein,-0.5423,-0.5719,1693.1042490118575,Horror
818,3520726,Female Vampire,0.6249,0.6369,1688.4787549407115,Horror
1164,27649189,All About Evil,-0.0516,-0.4215,1681.7918313570483,Horror
1042,29381759,The Last Circus,-0.7579,-0.4019,1670.4084321475625,Horror
270,24864880,Cutting Moments,-0.3182,0.2263,1657.2872200263505,Horror
873,10332120,The Mountain of the Cannibal God,-0.296,0.1779,1652.695652173913,Horror
710,16671760,Lisa and the Devil,-0.6597,-0.8663,1644.445158102767,Horror
264,10318873,Last House on Dead End Street,-0.6597,0.4215,1630.516304347826,Horror
392,14548615,Slave Girls from Beyond Infinity,-0.3818,-0.3182,1621.28087944664,Horror
897,4644909,The Ghost Breakers,-0.296,-0.34,1619.5596179183135,Horror
1001,17582439,One Dark Night,-0.6597,0.4404,1616.3106060606062,Horror
204,20581421,Do Gaz Zameen Ke Neeche,-0.7814,-0.7814,1614.8626482213438,Horror
28,15462142,Papi Gudia,-0.5423,0.6369,1610.5069169960475,Horror
1258,17338471,Art of the Devil,-0.6597,-0.7351,1604.45569828722,Horror
827,23146599,Killer Fish,-0.1779,-0.5267,1591.7955368906455,Horror
534,21504426,What Have You Done to Solange?,0.5859,-0.836,1591.6882411067193,Horror
328,24388527,Of Unknown Origin,0.6249,-0.9118,1582.471590909091,Horror
85,30231661,Mega Python vs. Gatoroid,0.0258,-0.296,1582.3478260869565,Horror
252,4515631,Zombie Nightmare,0.34,-0.8442,1575.0204216073782,Horror
364,6574313,Hospital Massacre,0.4215,-0.8555,1561.8007246376812,Horror
770,3607618,My Little Eye,0.3612,-0.7184,1549.155961791831,Horror
855,6589209,Prom Night III: The Last Kiss,-0.9468,-0.9215,1549.0851449275362,Horror
437,8470910,I Drink Your Blood,0.2263,-0.0387,1547.6363636363635,Horror
393,12677727,The Return of Count Yorga,0.6369,-0.5286,1542.6805006587615,Horror
797,7153837,Puppet Master 4,-0.8834,0.6597,1541.8698122529645,Horror
942,5524650,Hands of the Ripper,-0.9136,0.34,1534.8900691699605,Horror
888,5113356,Pumpkinhead: Ashes to Ashes,-0.6597,-0.9423,1504.2457180500658,Horror
489,25902613,Pillai Nila,0.128,-0.8316,1501.9772727272723,Horror
36,7451098,Cellar Dweller,0.0772,-0.6705,1486.1399868247695,Horror
1116,25801465,Mega Piranha,-0.3612,0.2732,1459.7733860342555,Horror
863,21107874,I Am Omega,-0.4588,0.5106,1454.493824110672,Horror
990,4121272,The Dentist 2,0.3182,-0.5423,1449.495718050066,Horror
45,23805173,I Saw What You Did,0.8268,-0.296,1441.8824110671935,Horror
892,20795262,Leptirica,-0.2023,-0.5267,1441.0518774703555,Horror
483,3096248,Howling IV: The Original Nightmare,-0.296,-0.1779,1435.4937417654808,Horror
362,33002630,Aatank,0.5994,-0.7845,1428.959486166008,Horror
448,23058629,Mum & Dad,0.1779,-0.3818,1424.4367588932805,Horror
250,9590609,While She Was Out,-0.3612,-0.5859,1422.8315217391305,Horror
372,20116785,"Kill, Baby, Kill",-0.743,-0.5719,1407.7274374176548,Horror
1074,11094299,The Magnetic Monster,-0.2263,0.0516,1404.9261363636365,Horror
428,4851941,The Two Faces of Dr. Jekyll,0.1027,-0.9136,1398.5701581027668,Horror
463,21954355,Killer Party,0.4767,0.0459,1392.4143610013175,Horror
632,4594202,Body Melt,0.5106,-0.8519,1389.3715415019765,Horror
1118,27953778,Dream Home,0.4404,0.34,1380.1739130434785,Horror
995,21182881,Murder-Set-Pieces,-0.4215,-0.9186,1377.6589262187083,Horror
1276,3459329,Lady Frankenstein,-0.743,-0.5994,1373.2167325428195,Horror
1127,7639376,Deadly Eyes,-0.0516,-0.4767,1369.3152173913045,Horror
587,5124993,Incident On and Off a Mountain Road,-0.7506,-0.6597,1368.4412055335968,Horror
373,35854402,The Midnight Game,-0.8689,-0.8689,1365.8733530961792,Horror
594,28967923,The Flesh and Blood Show,-0.4588,-0.4588,1364.4041501976285,Horror
305,9031555,The Brain from Planet Arous,-0.6908,-0.5719,1364.0758399209485,Horror
352,25983329,Uncle Silas,-0.5994,-0.9118,1361.6142951251647,Horror
1112,13301546,Grizzly Rage,0.3612,-0.296,1359.3542490118575,Horror
1299,27043529,The Shuttered Room,-0.6705,-0.836,1355.1884057971015,Horror
273,535453,Quicksilver Highway,-0.5719,-0.1531,1354.9142786561265,Horror
756,14696485,The Gate II: Trespassers,0.2008,0.296,1345.4018445322797,Horror
788,9912911,Your Vice Is a Locked Room and Only I Have the Key,-0.7351,-0.6486,1343.6783596837945,Horror
841,23195317,Tokyo: The Last Megalopolis,0.5574,0.4215,1339.8860342555995,Horror
129,26140666,Grave of the Vampire,-0.9081,-0.5267,1321.0721343873518,Horror
1235,13716643,Rock 'n' Roll Nightmare,-0.7906,-0.69,1318.4061264822133,Horror
722,14267167,I Bought a Vampire Motorcycle,-0.5423,-0.1027,1312.1353754940712,Horror
1048,11407333,Combat Shock,-0.296,-0.6369,1311.7259552042162,Horror
1341,2483117,The Whip and the Body,-0.5106,-0.6858,1301.8858695652175,Horror
880,4306261,The Eye 10,0.7003,-0.296,1301.3325098814228,Horror
1107,14587187,Scanner Cop,0.34,-0.9246,1291.9499341238472,Horror
1242,14210860,Encounters of the Spooky Kind,0.3818,0.3412,1289.032279314888,Horror
742,7299774,Circus of Horrors,-0.4767,-0.765,1284.8379446640315,Horror
147,5331654,The Initiation of Sarah,-0.5106,-0.34,1282.9683794466405,Horror
413,24823991,My Super Psycho Sweet 16,0.4588,-0.5267,1267.4077733860345,Horror
1322,5637628,Art of the Devil 2,-0.34,0.6369,1262.6094367588933,Horror
964,21375200,A Cat in the Brain,-0.9153,-0.9153,1262.5316205533595,Horror
8,5283066,King of the Ants,-0.4215,-0.4215,1260.2243083003953,Horror
1308,3906544,The Devil Bat,0.4404,-0.9062,1248.586956521739,Horror
903,35986782,Adhisaya Manithan,-0.9186,-0.4019,1238.8903162055335,Horror
552,5521767,Friends,0.5106,0.7184,247536.06744071143,Romance Film
1427,5671546,Friends,0.6486,0.6124,247536.06744071143,Romance Film
451,4608223,West Side Story,0.4404,-0.875,173420.2674571805,Romance Film
110,142456,Good Will Hunting,0.891,0.4767,119183.35614295123,Romance Film
680,676909,The Terminal,0.5719,0.3612,109456.24423583662,Romance Film
1389,142481,Moulin Rouge!,-0.7506,0.8555,100242.51054018446,Romance Film
906,302970,Edward Scissorhands,0.2732,0.128,97325.1462450593,Romance Film
292,1743227,Les Misérables,-0.7783,0.6124,94549.42424242424,Romance Film
724,537024,Eternal Sunshine of the Spotless Mind,0.5423,0.3182,93052.66304347826,Romance Film
1130,28397585,The Three Musketeers,0.5106,-0.1779,81036.10227272728,Romance Film
415,11654754,The Three Musketeers,0.296,0.3612,81036.10227272728,Romance Film
464,202652,Romeo + Juliet,-0.4404,-0.8834,75683.91007905139,Romance Film
1547,444267,Legally Blonde,0.5423,0.9749,73814.41683135704,Romance Film
626,7077556,A Tale of Two Cities,0.1779,0.7845,64325.40184453228,Romance Film
1490,654530,Legends of the Fall,-0.2732,-0.4939,62942.69433465086,Romance Film
1974,68124,American Graffiti,0.4767,-0.765,62033.37796442688,Romance Film
1747,10753947,The Time Traveler's Wife,-0.7906,0.3919,56833.903573781296,Romance Film
219,27070440,Midnight in Paris,0.6369,0.7506,54661.08695652174,Romance Film
1862,1883157,Singin' in the Rain,0.4215,0.5719,54261.89015151515,Romance Film
1168,6917005,The Music Man,-0.5994,-0.6486,50365.63899868248,Romance Film
1250,226198,Sleepless in Seattle,-0.7717,0.4939,49578.13932806324,Romance Film
1591,5204875,Gadar: Ek Prem Katha,0.6369,0.3818,49182.41954874835,Romance Film
1821,864183,Indecent Proposal,0.886,0.7506,48039.44120553359,Romance Film
926,607444,13 Going on 30,0.8689,-0.128,47708.829874835305,Romance Film
63,957322,The Scorpion King,-0.0772,-0.34,46891.66996047431,Romance Film
959,3030582,The Scarlet Letter,-0.3818,0.3612,46749.142951251655,Romance Film
1117,4227,Barry Lyndon,-0.7845,-0.0516,46602.80187747036,Romance Film
1563,855797,A Walk to Remember,-0.7876,0.4588,45748.770750988144,Romance Film
1980,667194,American Gigolo,0.3612,-0.5423,45616.831851119896,Romance Film
2059,147697,Castle in the Sky,-0.8225,-0.1779,44646.05994729907,Romance Film
1514,11223,Four Weddings and a Funeral,0.5789,0.34,44620.74440052701,Romance Film
689,9264265,Forgetting Sarah Marshall,-0.5423,0.6249,44227.74752964426,Romance Film
1926,685977,Sixteen Candles,-0.3612,0.6808,43981.89229249012,Romance Film
521,75933,Dangerous Liaisons,-0.5023,-0.4767,42232.65200922266,Romance Film
293,12178995,Lady Chatterley's Lover,0.3182,-0.1695,42220.669713438736,Romance Film
1903,44302,Amélie,-0.3182,0.5859,42172.071887351776,Romance Film
300,593127,Kal Ho Naa Ho,-0.5106,0.8979,41689.87392951252,Romance Film
1993,277148,My Best Friend's Wedding,0.2732,0.7096,41315.44968708827,Romance Film
1184,844078,Smokey and the Bandit,0.5574,0.8402,41304.555418313576,Romance Film
103,709490,Anchorman: The Legend of Ron Burgundy,0.5859,-0.4939,41290.158926218704,Romance Film
1817,163456,Last Tango in Paris,-0.4588,-0.6249,39095.836956521736,Romance Film
683,815934,Mohabbatein,-0.4019,0.5574,38994.84420289855,Romance Film
671,277149,There's Something About Mary,-0.8834,0.6666,38146.28096179184,Romance Film
1050,30471278,Student of the Year,0.8316,0.4404,38138.92934782609,Romance Film
722,261402,Robin Hood: Prince of Thieves,-0.4588,0.6486,37466.23649538866,Romance Film
1305,88075,Shakespeare in Love,-0.4767,0.8555,37443.41501976285,Romance Film
39,4836072,My Fair Lady,-0.25,0.6249,36515.0716403162,Romance Film
1656,1774803,Bridget Jones's Diary,-0.8399,0.4215,35463.781455862976,Romance Film
1902,2908429,The Road,-0.5106,-0.743,35185.51910408432,Romance Film
334,242539,An Officer and a Gentleman,-0.5267,0.7096,34767.80303030303,Romance Film
192,1922686,Kabhi Alvida Naa Kehna,0.765,0.7717,34664.5256916996,Romance Film
1434,454223,Pretty in Pink,0.4588,0.7351,33838.81884057971,Romance Film
901,973077,An American Tail,-0.6705,0.5267,32479.37022397892,Romance Film
1870,17458139,Rab Ne Bana Di Jodi,-0.25,0.5719,31520.098814229248,Romance Film
222,2020037,Tere Naam,-0.3182,0.5719,30933.056324110672,Romance Film
1512,1452377,Cry-Baby,-0.2732,-0.7351,30780.89229249012,Romance Film
2047,26883454,Wagon Train,-0.5267,-0.6908,30019.237483530964,Romance Film
578,1460724,Maine Pyar Kiya,0.4767,0.5574,29144.778079710144,Romance Film
543,24002929,High Noon,-0.6249,-0.765,28947.865777338604,Romance Film
360,733213,The Princess Diaries 2: Royal Engagement,0.5106,-0.296,28932.533761528324,Romance Film
107,289253,Grease 2,0.3182,0.6124,28876.377799736496,Romance Film
1138,2450308,The Fountain,-0.7906,-0.3818,28818.537549407112,Romance Film
42,506119,Out of Sight,-0.5574,0.875,27888.220355731224,Romance Film
358,101813,The Family Man,0.3612,0.1406,27878.7481884058,Romance Film
1037,3903364,Howl's Moving Castle,0.3182,-0.5994,27801.603260869564,Romance Film
1715,12490207,Over the Rainbow,-0.4767,-0.3405,27723.697628458503,Romance Film
147,6900622,Madame Bovary,-0.7506,-0.0258,27688.6195652174,Romance Film
1495,540654,Body Heat,0.4754,0.2023,27598.76235177866,Romance Film
1548,1654450,Dil To Pagal Hai,0.6369,0.7717,27520.6342226614,Romance Film
1470,6631824,Aashiqui,-0.0258,-0.4215,26843.196640316208,Romance Film
276,1569634,Save the Last Dance,0.7096,0.891,26600.515563241108,Romance Film
678,363255,Muriel's Wedding,-0.7906,-0.5106,26413.80764163373,Romance Film
204,24207129,A Single Man,-0.6249,-0.7096,26343.445322793148,Romance Film
728,604444,Koi... Mil Gaya,0.7506,0.5719,26023.496129776024,Romance Film
108,1046769,Speed 2: Cruise Control,-0.4939,0.3182,25364.572546113304,Romance Film
1966,7758136,The Unbearable Lightness of Being,0.5859,-0.2748,25297.28260869565,Romance Film
1682,1424754,Cinderella Man,0.1779,0.5423,24474.337944664032,Romance Film
280,74942,Meet Me in St. Louis,0.3182,0.8074,24421.062252964428,Romance Film
1735,43849,The Apartment,-0.3612,0.6369,24195.86511857708,Romance Film
1091,16706073,"I Love You, Man",0.4019,-0.8591,24017.27602108037,Romance Film
193,670386,Bull Durham,0.0258,-0.4019,23347.918972332016,Romance Film
1371,2080169,Never Been Kissed,0.2838,0.7003,23220.085227272724,Romance Film
1973,542202,Strictly Ballroom,0.8126,0.4215,22966.215415019764,Romance Film
583,2018921,The First Wives Club,0.4767,0.5423,22860.61660079052,Romance Film
599,3154528,Just Friends,0.4404,0.8689,22854.74752964427,Romance Film
2069,3510662,Far from the Madding Crowd,0.5994,0.7351,22846.66304347826,Romance Film
69,5631382,"Lust, Caution",0.4404,-0.2023,22654.29734848485,Romance Film
1102,44696,It Happened One Night,0.5256,0.4404,22326.539855072464,Romance Film
721,15703732,The Scarlet Pimpernel,-0.1154,0.8316,22274.350131752308,Romance Film
27,228355,The Naked Gun: From the Files of Police Squad!,-0.4404,0.128,22087.878293807644,Romance Film
757,20332464,Couples Retreat,0.5574,0.4576,22001.12195322793,Romance Film
868,12260598,Ice Age: Dawn of the Dinosaurs,-0.4767,-0.765,21838.222579051384,Romance Film
1961,212671,So I Married an Axe Murderer,-0.6249,0.5719,21733.189476284584,Romance Film
1093,22726015,The Invention of Lying,-0.5106,0.3182,21436.122776679844,Romance Film
1521,1629631,Karan Arjun,-0.4767,0.3612,21347.411725955204,Romance Film
1178,14706880,Four Christmases,-0.1027,0.4939,20690.324110671936,Romance Film
518,2812023,Love & Basketball,0.7717,0.6705,20665.35507246377,Romance Film
1396,13253566,Role Models,0.7906,0.5473,20441.596837944664,Romance Film
1177,9391085,High School Musical 3: Senior Year,-0.3182,0.3612,20347.986166007904,Romance Film
306,6143174,Mansfield Park,-0.0408,0.3612,20252.982954545456,Romance Film
547,17289439,The Pirates of Penzance,0.4939,0.7003,20243.952816205536,Romance Film
641,1324831,Mujhse Dosti Karoge!,0.4767,0.6682,20107.428853754944,Romance Film
1917,1027060,Elizabeth: The Golden Age,0.4754,0.25,19967.80945322793,Romance Film
1023,536009,The Talented Mr. Ripley,-0.7351,-0.5574,19892.30113636364,Romance Film
1826,22967108,Date Night,-0.3182,0.6369,19852.395256917,Romance Film
1026,2213107,Kandukondain Kandukondain,-0.8402,-0.2263,19850.858695652176,Romance Film
1727,239009,To Catch a Thief,-0.5106,0.5903,19558.296607378128,Romance Film
