,movie_id,name,first_score,last_score,pageviews,genre
1279,20192551,Secrets of the Furious Five,-0.8519,-0.8762,5024.73023715415,Action
1371,5123756,The Pelican Brief,0.5574,0.5719,5020.870553359684,Action
1784,5209057,Raja Kumarudu,0.4019,0.5106,5019.971590909091,Action
970,877225,The Crow: Salvation,-0.9118,-0.296,5004.733695652174,Action
100,6577108,The Seven-Ups,-0.5574,-0.631,4981.650115283267,Action
1195,752036,Man in the Wilderness,-0.4404,-0.4588,4956.727684453229,Action
1179,8009696,"Fort Apache, The Bronx",-0.3182,-0.7506,4895.270750988143,Action
1554,29735796,The Nutcracker in 3D,0.6908,0.4767,4885.417654808959,Action
551,2508308,Romeo Is Bleeding,0.8591,0.3919,4860.013175230567,Action
439,1167186,The Enemy Below,-0.6808,-0.0772,4841.09016798419,Action
312,2808281,The Batman vs. Dracula,-0.4019,-0.6124,4837.079545454546,Action
1721,16355225,Peranmai,0.4019,0.7096,4831.021492094862,Action
466,6181527,Trailer Park Boys: The Movie,-0.8591,0.6486,4824.929512516468,Action
1085,2563340,Death Hunt,-0.3818,-0.5606,4824.168972332016,Action
158,1843039,100 Rifles,-0.8442,-0.3182,4801.532855731225,Action
740,6117126,Narasimhudu,-0.5994,-0.5423,4766.666254940712,Action
1535,2052515,Mr. Vampire,0.743,-0.4767,4751.337697628458,Action
648,1475902,"Dirty Mary, Crazy Larry",0.4939,-0.7003,4698.861989459815,Action
1083,4271952,Rob-B-Hood,-0.5106,0.7964,4660.791501976284,Action
1677,1062898,Dragon Ball Z: Fusion Reborn,-0.3612,0.1531,4643.33069828722,Action
898,2103169,Red Scorpion,-0.25,-0.5859,4624.796195652174,Action
365,18764211,Buck and the Preacher,0.4019,0.5574,4559.236660079051,Action
1644,6532516,Race with the Devil,-0.0516,-0.34,4547.055088932807,Action
262,20981824,Like a Dragon,0.3182,0.4767,4514.097990777339,Action
699,13578403,Hatya,0.1901,0.883,4500.969696969697,Action
1288,24838328,Shambo Shiva Shambo,0.4767,0.4767,4436.490118577075,Action
1585,2183017,The Accidental Spy,-0.5574,0.3612,4434.312417654809,Action
701,27067663,Kuch Tum Kaho Kuch Hum Kahein,-0.128,-0.743,4422.116600790515,Action
1904,17777395,The Big Bird Cage,-0.5423,0.4019,4412.057312252964,Action
1494,3859182,Bandolero!,0.4767,-0.7579,4343.87977602108,Action
857,19162701,Tokyo Gore Police,-0.4939,0.7783,4329.916007905138,Action
1776,2223425,Cleopatra Jones,0.5994,-0.2023,4302.711462450593,Action
967,31737602,Rajapattai,0.4404,0.0258,4278.0,Action
271,1925631,The Wild Angels,-0.8658,0.25,4277.276679841897,Action
1531,4851294,Mazhai,0.8885,0.25,4253.521986166008,Action
583,21673036,The Return of the Musketeers,0.3182,-0.2263,4232.31884057971,Action
314,1680034,Police Academy 5: Assignment Miami Beach,0.0772,-0.1027,4221.123353096179,Action
1370,2243660,D.C. Cab,0.5106,0.5106,4219.664608036891,Action
1651,8355122,Boss Nigger,-0.6486,-0.5106,4192.341897233201,Action
864,19671399,Class of 1999,-0.4939,-0.3182,4184.252964426878,Action
293,5440243,Beau Geste,0.4767,-0.296,4166.466403162055,Action
1299,5440222,Beau Geste,-0.0258,-0.0258,4166.466403162055,Action
1546,4130836,Mo' Money,0.7351,0.128,4146.120059288538,Action
380,6335006,Modesty Blaise,-0.4215,-0.6249,4139.477931488801,Action
1791,1844854,The Day of the Dolphin,0.8271,-0.2732,4139.332839262187,Action
1870,3390263,15 Minutes,-0.5106,0.6705,4139.315382081686,Action
1424,2435343,Five Deadly Venoms,-0.1779,0.8074,4112.173913043478,Action
793,26545312,Hatchet II,0.0129,-0.8807,4111.768115942029,Action
1504,30230467,So Undercover,-0.0516,0.3818,4106.093708827404,Action
622,314093,Cool as Ice,0.4019,-0.25,4095.819087615283,Action
712,569790,Prime Cut,0.3818,-0.5994,4077.121541501976,Action
508,25899808,Dhruvam,-0.9497,-0.7184,4048.619071146245,Action
608,6684371,Udhaya,0.6369,-0.0258,4024.243247694334,Action
799,21260121,Kickboxer 3,-0.4215,-0.296,3976.228754940712,Action
371,25091705,Phool Aur Angaar,-0.9186,-0.9186,3974.5558300395255,Action
672,1468747,52 Pick-Up,0.5859,-0.7184,3968.8339920948615,Action
572,3787708,8 Heads in a Duffel Bag,-0.5423,0.7096,3958.686017786561,Action
37,2259688,Maniac Cop 2,-0.9287,0.6908,3924.628458498024,Action
188,10190604,The Great Gambler,0.2411,-0.765,3910.8148056653495,Action
431,9650057,Nenjinile,0.4019,0.4939,3899.659090909091,Action
1521,5630975,F/X2,-0.3818,-0.9313,3836.1856060606056,Action
1549,2423917,Silent Rage,-0.8402,0.5559,3823.1156126482215,Action
525,9034707,Auzaar,0.4767,-0.2732,3802.845685111989,Action
994,6653265,Delta Force 2: The Colombian Connection,0.5267,-0.5994,3799.716403162056,Action
980,3409175,The Matador,0.3818,0.4019,3796.2168972332015,Action
451,17516655,The Machine Girl,-0.3182,0.3612,3782.023221343873,Action
476,15879495,Balwaan,-0.5256,-0.8922,3770.299901185771,Action
1713,15256842,Rakshak,-0.3182,0.3685,3760.356719367589,Action
1553,5338254,Ride Lonesome,0.4086,0.7227,3760.286972990777,Action
1686,1979808,Tekken: The Motion Picture,-0.8225,-0.5187,3742.217391304348,Action
1748,26456639,Kung Fu Cult Master,0.34,0.2732,3727.421195652174,Action
1367,4302846,Superman and the Mole Men,0.2732,-0.5141,3719.24530632411,Action
1156,8153627,Cotton Comes to Harlem,-0.8658,-0.3182,3706.739789196311,Action
184,5137533,Enter the Ninja,-0.5994,-0.4939,3692.003211462451,Action
817,9175052,Mr. Romeo,-0.0516,0.7345,3691.37895256917,Action
239,15451313,Sapoot,0.4215,-0.5267,3691.122529644269,Action
1474,285559,Feeling Minnesota,-0.3612,0.3182,3680.8656126482215,Action
940,1767747,Dragon Ball Z: Bojack Unbound,-0.5574,0.1531,3630.9846837944665,Action
200,32784153,Welcome to the Punch,-0.7579,-0.3818,3603.5145750988154,Action
394,1246480,Leonard Part 6,0.25,0.128,3599.4935770750985,Action
1292,5813191,The January Man,0.4767,-0.765,3590.638586956521,Action
619,30859078,Dragon Ball Z: Bio-Broly,-0.296,-0.3612,3573.201581027668,Action
1291,20762905,Ong Bak 3,-0.4215,0.4588,3573.0382081686425,Action
749,4015188,Captains Courageous,-0.2732,-0.128,3565.791996047431,Action
1421,1582661,The Musketeer,0.4215,-0.9493,3558.508069828722,Action
1100,4073660,Land of the Pharaohs,-0.1779,-0.2263,3555.706604084321,Action
1690,23688242,Ravan Raaj: A True Story,-0.6664,-0.4019,3549.9166666666665,Action
1033,13192034,Young and Dangerous,0.8074,-0.296,3542.482707509881,Action
1168,10311825,Good Guys Wear Black,-0.2732,0.4404,3527.1304347826085,Action
905,4253777,Perdita Durango,-0.128,-0.2732,3526.090332674572,Action
809,2952273,Danger: Diabolik,-0.5719,0.5267,3525.7704216073776,Action
1317,14727566,The Big Doll House,-0.8885,-0.7717,3512.959403820817,Action
1084,561006,What's the Worst That Could Happen?,-0.7351,-0.7066,3507.7257081686425,Action
1225,10435439,The Warlords,-0.128,-0.25,3505.111083662714,Action
657,6790266,Trapped in Paradise,-0.0516,0.6369,3495.527009222661,Action
1670,11615294,Narrow Margin,-0.4404,-0.5106,3462.462450592885,Action
600,16168286,Sullan,0.5859,-0.6004,3458.099472990777,Action
942,3461760,A Midnight Clear,-0.7783,-0.936,3450.938570487484,Action
1205,2707573,Moon 44,0.3612,0.4939,3440.5405138339925,Action
596,1878054,Pusher II,-0.1779,0.4767,3439.609683794466,Action
921,2390396,Hell Ride,0.3182,-0.4767,3409.1258234519105,Action
241,882438,Murphy's War,-0.34,-0.6369,3401.705039525692,Action
479,10141296,Avalanche Express,-0.34,-0.8316,3397.8227931488805,Action
208,6169082,Cop and a Half,0.4019,-0.2263,3395.851037549407,Action
513,9128822,Chura Liyaa Hai Tumne,-0.34,0.4019,3389.548336627141,Action
1128,76377,The Tall T,0.6124,-0.1779,3379.459980237154,Action
949,31910060,For the Love of Money,0.1531,-0.6858,3355.4972826086955,Action
1385,2037852,Stealing Harvard,0.3806,-0.5267,3343.54743083004,Action
1862,75255,The Naked Spur,-0.6908,-0.3818,3325.339015151515,Action
323,193847,"Heaven Knows, Mr. Allison",-0.2263,0.3612,3302.8354743083005,Action
509,20546140,The Marine 2,-0.2023,0.7184,3298.332509881423,Action
218,34220997,Kohram,-0.8625,0.6369,3296.1647727272725,Action
192,5683155,American Ninja 2: The Confrontation,0.4215,0.765,3262.1326581027665,Action
870,3647125,Elephant Walk,0.4019,-0.8316,3256.3636363636365,Action
1489,14851425,Samay: When Time Strikes,-0.4767,-0.9169,3232.9117259552045,Action
1560,10640608,Athisaya Piravi,-0.3252,0.8591,3228.7144268774705,Action
895,11539531,Aaghaaz,0.5106,0.7783,3212.858695652174,Action
1346,1862671,Bullet in the Head,0.4767,-0.34,3203.1818181818185,Action
1519,5109579,Best Defense,-0.0516,0.7269,3200.0617588932805,Action
821,5533519,The Crocodile Hunter: Collision Course,0.4215,0.2732,3190.752964426877,Action
9,5239234,Aces: Iron Eagle III,-0.2023,0.4939,3170.9611330698285,Action
1013,14620685,Karzzzz,0.6249,0.5574,3156.6566205533595,Action
1446,15707290,Dead Leaves,0.7684,-0.2023,3147.8442028985505,Action
449,16661239,The Girl on a Motorcycle,0.9081,0.5994,3134.535079051383,Action
76,34468613,Prema Kavali,0.5499,0.6369,3120.7228260869565,Action
1803,10640601,Farishtay,-0.0516,-0.8402,3094.7314723320155,Action
1323,31578945,Nude Nuns with Big Guns,-0.7717,-0.6908,3082.455862977602,Action
1789,7527753,The Four Feathers,0.891,0.4019,3076.6024374176545,Action
1017,20367637,Behind Enemy Lines: Colombia,-0.2037,-0.8834,3030.434782608696,Action
1793,2418347,Rise: Blood Hunter,0.4019,0.5023,3019.264986824769,Action
1891,7566281,Vallarasu,-0.6378,-0.8885,3016.8550724637685,Action
1832,1085443,Dünyayı Kurtaran Adam,-0.6597,0.1779,3002.4967061923585,Action
1185,5137345,Ninja III: The Domination,-0.7351,-0.2263,2998.517786561265,Action
775,2935848,Raw Justice,-0.5423,-0.4588,2995.994729907774,Action
146,1252259,Godzilla Against Mechagodzilla,-0.4767,0.5106,2981.1916996047435,Action
313,5895363,Little Nikita,0.743,-0.25,2934.209156785244,Action
1358,12466332,A Prayer for the Dying,-0.4939,0.5423,2902.6143774703555,Action
1679,30345613,Osey Ramulamma,-0.6808,-0.3818,2899.996459156785,Action
2474,5671546,Friends,0.6486,0.6124,247536.06744071143,Comedy
2279,20657842,Friends,0.5859,-0.1027,247536.06744071143,Comedy
821,205013,Ghostbusters,-0.6124,0.3612,156404.95306324112,Comedy
1214,19596597,Sherlock Holmes,-0.8779,-0.2023,153857.02404479578,Comedy
1392,24319139,The Social Network,-0.4019,0.8176,133275.32015810275,Comedy
1712,30045070,Catch Me If You Can,-0.7351,-0.7351,124704.16403162056,Comedy
36,9307052,Bhool Bhulaiyaa,-0.6597,0.875,114761.24563570488,Comedy
1183,676909,The Terminal,0.5719,0.3612,109456.24423583662,Comedy
2409,142481,Moulin Rouge!,-0.7506,0.8555,100242.51054018446,Comedy
2006,4231,Buffy the Vampire Slayer,0.2263,-0.1531,98354.79528985509,Comedy
1574,302970,Edward Scissorhands,0.2732,0.128,97325.1462450593,Comedy
759,6045916,I Love Lucy,0.5719,0.4404,90876.10227272726,Comedy
1002,1689394,Pirates of the Caribbean: At World's End,-0.5423,0.6369,86294.80821805008,Comedy
306,1133816,Around the World in Eighty Days,0.4019,0.4019,85713.99925889328,Comedy
2503,3248340,Kung Fu Panda,0.5423,-0.5994,83450.28112648221,Comedy
181,2251266,Ocean's Eleven,-0.5574,-0.4939,82691.71805006589,Comedy
2012,154956,Ocean's Eleven,-0.8176,-0.6124,82691.71805006589,Comedy
105,565879,The Incredibles,0.765,-0.872,82388.71953227931,Comedy
1407,2600144,Idiocracy,0.5667,0.3612,79436.95619235835,Comedy
2657,444267,Legally Blonde,0.5423,0.9749,73814.41683135704,Comedy
896,8485902,Pinocchio,-0.4939,0.34,72291.02272727272,Comedy
955,277667,Scary Movie,-0.6597,0.5187,71041.94746376813,Comedy
1035,15713038,Jennifer's Body,-0.7717,-0.9186,69779.93041831358,Comedy
1505,31327794,Hotel Transylvania,0.4404,0.6808,67414.63438735178,Comedy
1194,22216,"O Brother, Where Art Thou?",-0.0772,-0.5574,67277.86050724638,Comedy
729,164754,Lilo & Stitch,-0.3612,0.4019,63561.13833992096,Comedy
3437,68124,American Graffiti,0.4767,-0.765,62033.37796442688,Comedy
2756,106117,Thelma & Louise,0.2023,0.2732,61742.611166007904,Comedy
1030,12925911,The Cabin in the Woods,0.2263,-0.1027,58685.358695652176,Comedy
3569,15697462,American Hustle,0.7964,-0.5267,57558.850955204216,Comedy
2590,876872,Addams Family Values,0.4588,0.5267,55763.19145256917,Comedy
3519,1046470,Ocean's Twelve,0.5267,0.4939,54711.96475625823,Comedy
389,27070440,Midnight in Paris,0.6369,0.7506,54661.08695652174,Comedy
3218,1883157,Singin' in the Rain,0.4215,0.5719,54261.89015151515,Comedy
231,21835208,Zombieland,-0.2023,-0.1531,53483.32509881423,Comedy
3313,525314,Shrek 2,0.4019,-0.128,52358.84222661396,Comedy
3349,1853921,The Beverly Hillbillies,-0.34,-0.34,51711.143527667984,Comedy
692,600351,Scream 3,-0.5859,0.5023,50597.458333333336,Comedy
217,4167411,Night at the Museum,-0.2732,0.1779,49761.15942028985,Comedy
2354,1213838,Toy Story 3,-0.3687,0.1779,49682.71936758893,Comedy
2183,226198,Sleepless in Seattle,-0.7717,0.4939,49578.13932806324,Comedy
497,11244593,Alvin and the Chipmunks,-0.2732,-0.5719,48546.469285243744,Comedy
1027,1519350,Not Another Teen Movie,0.7964,-0.2144,47754.64410408432,Comedy
1608,607444,13 Going on 30,0.8689,-0.128,47708.829874835305,Comedy
2964,400797,Happy Gilmore,0.5267,0.34,47133.09782608696,Comedy
2901,99031,Butch Cassidy and the Sundance Kid,0.4588,-0.296,46337.40983201581,Comedy
62,335298,Toy Story 2,-0.4767,0.6992,46173.83522727273,Comedy
2808,598397,Shaun of the Dead,-0.296,0.2023,45877.23814229249,Comedy
2582,11223,Four Weddings and a Funeral,0.5789,0.34,44620.74440052701,Comedy
1853,18394730,How to Train Your Dragon,-0.7269,-0.2023,44550.23978919631,Comedy
666,1235519,Weekend at Bernie's,-0.8271,0.0258,44256.31793478261,Comedy
1201,9264265,Forgetting Sarah Marshall,-0.5423,0.6249,44227.74752964426,Comedy
3341,685977,Sixteen Candles,-0.3612,0.6808,43981.89229249012,Comedy
1447,805097,School of Rock,-0.296,0.128,43001.03697299078,Comedy
531,3217,Army of Darkness,-0.7269,-0.5994,42771.59453227931,Comedy
3574,513090,All Dogs Go to Heaven,0.4019,0.5106,42302.96648550725,Comedy
924,75933,Dangerous Liaisons,-0.5023,-0.4767,42232.65200922266,Comedy
3294,44302,Amélie,-0.3182,0.5859,42172.071887351776,Comedy
1130,75222,Spaceballs,-0.4939,-0.4767,42053.6378458498,Comedy
1830,237303,Bruce Almighty,0.4215,0.9365,41935.31373517786,Comedy
1474,1239400,The Land Before Time,0.6249,0.8885,41727.94087615284,Comedy
3469,277148,My Best Friend's Wedding,0.2732,0.7096,41315.44968708827,Comedy
2055,844078,Smokey and the Bandit,0.5574,0.8402,41304.555418313576,Comedy
184,709490,Anchorman: The Legend of Ron Burgundy,0.5859,-0.4939,41290.158926218704,Comedy
2231,24586901,Knight and Day,0.34,-0.6249,40789.92358366271,Comedy
2441,695249,Home Alone 3,-0.8591,-0.5106,40720.09692028985,Comedy
2853,2886036,Talladega Nights: The Ballad of Ricky Bobby,-0.34,0.3612,40603.79907773386,Comedy
1208,1244836,Jingle All the Way,-0.5423,0.7096,39994.54001976285,Comedy
3259,10487,Evil Dead II,-0.0772,0.7777,39699.43972332016,Comedy
1076,1428132,Cool Runnings,-0.9313,0.5106,39376.78507905138,Comedy
1435,22637746,Pippi Longstocking,-0.4588,-0.2244,38441.46615612648,Comedy
3069,520990,Trading Places,0.5859,0.3612,38225.36503623189,Comedy
1053,2696891,Charlotte's Web,-0.6908,0.882,38146.54957180501,Comedy
1161,277149,There's Something About Mary,-0.8834,0.6666,38146.28096179184,Comedy
1824,30471278,Student of the Year,0.8316,0.4404,38138.92934782609,Comedy
1657,18952889,"It's a Mad, Mad, Mad, Mad World",0.2023,0.2263,37840.41254940712,Comedy
2271,88075,Shakespeare in Love,-0.4767,0.8555,37443.41501976285,Comedy
2262,1665752,White Men Can't Jump,-0.431,0.4767,37039.47908432148,Comedy
2703,24522784,Maryada Ramanna,-0.8658,0.3818,36985.422924901184,Comedy
1456,331586,Crocodile Dundee,0.4019,0.7553,36703.81818181818,Comedy
2676,442647,Young Frankenstein,0.7003,0.8934,36646.46245059288,Comedy
64,4836072,My Fair Lady,-0.25,0.6249,36515.0716403162,Comedy
1476,932297,The Road to El Dorado,0.3182,-0.4019,35743.92572463768,Comedy
3532,28386410,Horrible Bosses,0.1779,-0.7506,35653.95923913044,Comedy
2848,1774803,Bridget Jones's Diary,-0.8399,0.4215,35463.781455862976,Comedy
2549,320527,Pink Flamingos,0.2023,0.2263,35350.153162055336,Comedy
3121,5842075,Fear and Loathing in Las Vegas,-0.3182,0.5423,35144.491436100136,Comedy
3257,730734,Scooby-Doo 2: Monsters Unleashed,-0.1779,-0.296,34529.002799736496,Comedy
2145,7167797,"Synecdoche, New York",0.25,0.34,34507.61413043478,Comedy
2742,1228937,Lemony Snicket's A Series of Unfortunate Events,0.5574,-0.296,34227.31389986824,Comedy
2480,454223,Pretty in Pink,0.4588,0.7351,33838.81884057971,Comedy
2634,532618,Scary Movie 2,0.1779,-0.8442,33519.08069828722,Comedy
3416,23252763,Monsters University,-0.3182,0.899,33242.02470355731,Comedy
810,3966196,Are You Being Served?,0.4019,0.2263,32885.895092226616,Comedy
2777,709419,Dodgeball: A True Underdog Story,0.1531,-0.3818,32599.70355731225,Comedy
1562,973077,An American Tail,-0.6705,0.5267,32479.37022397892,Comedy
2056,997939,Kindergarten Cop,-0.8807,0.807,32396.839920948616,Comedy
2886,326124,Irma Vep,0.296,-0.4404,32359.63290513834,Comedy
3231,17458139,Rab Ne Bana Di Jodi,-0.25,0.5719,31520.098814229248,Comedy
2851,213275,Back to the Future Part III,-0.0516,0.4767,31413.533596837948,Comedy
2754,885776,The Cable Guy,-0.2023,0.7845,31014.69466403162,Comedy
2580,1452377,Cry-Baby,-0.2732,-0.7351,30780.89229249012,Comedy
672,2576917,Evan Almighty,0.431,0.6705,30382.25247035573,Comedy
2819,23808966,Bill & Ted's Excellent Adventure,0.8979,0.6249,30292.780797101448,Comedy
2386,903140,Munna Bhai M.B.B.S.,-0.5423,0.34,30198.8593544137,Comedy
2190,241603,Austin Powers: The Spy Who Shagged Me,0.5267,0.6369,29563.72159090909,Comedy
3064,4120837,The Wind in the Willows,0.2263,0.2263,29332.218379446644,Comedy
2764,970386,The SpongeBob SquarePants Movie,0.5859,-0.0516,29253.645421607376,Comedy
630,733213,The Princess Diaries 2: Royal Engagement,0.5106,-0.296,28932.533761528324,Comedy
2571,1596589,Encino Man,-0.34,0.7717,28912.754281949936,Comedy
1271,92999,Wag the Dog,0.1779,-0.765,28882.038290513832,Comedy
187,289253,Grease 2,0.3182,0.6124,28876.377799736496,Comedy
3171,596639,Three Men and a Baby,0.5719,0.34,28729.648962450592,Comedy
1261,5524740,Osmosis Jones,-0.6908,0.296,28590.129364295128,Comedy
2542,279813,Raising Arizona,-0.5267,0.7964,28583.427618577072,Comedy
997,3748536,Rang De Basanti,-0.4215,-0.4404,28246.89031620553,Comedy
431,880056,Scary Movie 3,-0.5994,-0.2263,28038.717391304348,Comedy
3329,536521,Creepshow,-0.7906,-0.9552,27988.536231884056,Comedy
69,506119,Out of Sight,-0.5574,0.875,27888.220355731224,Comedy
628,101813,The Family Man,0.3612,0.1406,27878.7481884058,Comedy
768,1075838,The Life Aquatic with Steve Zissou,0.8126,0.8834,27523.57789855072,Comedy
2658,1654450,Dil To Pagal Hai,0.6369,0.7717,27520.6342226614,Comedy
3500,23002264,Hot Tub Time Machine,-0.4215,0.4215,27377.49670619236,Comedy
1472,900231,Team America: World Police,-0.7184,-0.7579,27227.995718050064,Comedy
1177,363255,Muriel's Wedding,-0.7906,-0.5106,26413.80764163373,Comedy
2766,885824,Scrooged,-0.3818,0.9326,26395.909914361004,Comedy
451,451821,EuroTrip,-0.4019,-0.128,26218.35144927536,Comedy
2922,1424178,The Simpsons Movie,-0.6705,0.296,26043.718708827404,Comedy
2246,6238106,The Darjeeling Limited,-0.4215,0.2023,25976.82501646904,Comedy
